title,company,job_category,job_area,salary_min,salary_max
Financial Analyst - Business Finance,IPDC Finance Limited,Accounts/Finance,Dhaka,,
Full Stack Developer,ChefOnline,IT/Software,"Gulshan, Dhaka",,
Senior Marketing Executive,Digital Solution,Marketing/Sales,Dhaka,15000.00,30000.00
Management Trainee - Commercial,Interstoff Apparels Limited,Commercial/Logistics,Dhaka,,
Front Office Manager,Ocean Paradise Hotel & Resort,Security/Support Service,Cox's Bazar,,
Marketing Executive,HBD Services,Marketing/Sales,Dhaka,,
Site Engineer,Astha Global Limited,Engineer,Dhaka,,
Production Officer (Toast & Dry Cake),New Zealand Dairy Products Bangladesh Ltd,Production/Operation,Narayanganj,,
Software Developer,Naturub Accessories Bangladesh (Pvt). Ltd.,IT/Software,Chattogram,,
Quality Inspector,Mast Packaging & Paper Converting Limited,Compliance,"Savar, Dhaka, Dhaka",,
Senior PMER Officer (Contractual),Bangladesh Red Crescent Society,Project Management,Dhaka,60000.00,65000.00
Go Developer,Cloud Height Technologies Ltd,IT/Software,Dhaka,,
Fabric Technologist,Fakir Fashion,Garments/Textile,Narayanganj,,
Web Master,Technosoft Integration,Others,Dhaka,,
"Project Officer, CC & DRR Sector",Dhaka Ahsania Mission,Medical/Healthcare Professional,Dhaka,,
Project Engineer (Electronics & Mechanical),ICEL Private Limited,Engineer,Anywhere in Bangladesh,,
"Dy. Manager/ Manager, Construction Scheduling & Contract Management",DBL GROUP,Engineer,Anywhere in Bangladesh,,
একাউন্টস্ অফিসার,Classic Group,Marketing/Sales,ঢাকা,,
Creative Designer,Simec System Ltd,Design/Creative,"Uttara, Dhaka",,
International Telesales Executive,I-Venture Limited,Supply Chain/Procurement/Purchase,"Tejgaon Industrial Area, Dhaka",,
Sub Assistant Engineer (Procurement),Aftab Feed Products Limited,Engineer,Dhaka,,
Assistant (Marketing & Sales),Asia Linkage,Marketing/Sales,Dhaka,,
Delivery Supervisor (Factory),Meena Sweets and Confectioneries Ltd.,Delivery/Distribution,Dhaka,,
"Head of PPC (Production, Planning & Coordination)",Pretty Group,Production/Operation,Anywhere in Bangladesh,,
Area Sales Manager (Retail),Route to Market International Limited - RTM,Marketing/Sales,Anywhere in Bangladesh,,
"Jr. Executive/Executive, Accounts & Finance",TWELVE Clothing Ltd.,Accounts/Finance,Dhaka,,
"Manager, Sales & Marketing",Metal,Marketing/Sales,Dhaka,,
Trainee Engineer-MIS Support,RFL Group,Others,Anywhere in Bangladesh,25000.00,30000.00
Art Teacher (VIII-X),Scholastica Ltd.,Design/Creative,Dhaka,,
Database Administrator,UGI Ltd,IT/Software,Anywhere in Bangladesh,,
Assistant Manager - Accounts & Finance,SAIC GROUP,Accounts/Finance,Dhaka,40000.00,60000.00
Sub Assistant Engineer (Mechanical/ Electrical),Meghna Group Ltd. ( Meghna Beverage ),Engineer,Anywhere in Bangladesh,,
Brand Shop Operation Executive,vivo YuYouQi Mobile (BD) Co. Ltd.,Marketing/Sales,Dhaka,,
"Deputy Manager/Manager, Mechanical Maintenance (Manikganj, Nababganj & Munshiganj)",Doreen Power Generations and Systems Limited,Engineer,"Nawabganj, Manikganj, Munshiganj, Dhaka",,
"Sales Executive, Health Insurance",Pragati Life Insurance Limited,Marketing/Sales,Anywhere in Bangladesh,,
Assistant Sales Manager/Sales Executive,Pan Pacific Sonargaon Dhaka,Marketing/Sales,Dhaka,,
Customer Service Executive,Talent Centric,Customer Support/Call Center,Dhaka,5.00,15000.00
Executive/ Sr. Executive - Corporate Sales,Energy+ Electric & Electronics Pvt. Ltd.,Marketing/Sales,Dhaka,,
Lawyer (Judge Court),The Legal Care,Law/Legal,Dhaka,,
Sr. Merchandiser / Merchandiser- M&M (Knit),Pretty Group,Garments/Textile,Anywhere in Bangladesh,,
"Sr. Executive/ Executive, HR",US-Bangla Medical College Hospital,HR/Human Resource,"Rupganj, Narayanganj",,
General Affairs,Samsung C & T Corporation,Admin/General Management,Anywhere in Bangladesh,,
Men and Boys Group Facilitator,Relief International,Admin/General Management,"Teknaf, Cox's Bazar",,
Executive/ Senior Executive - HR and Admin,Neways International Company Limited,HR/Human Resource,Dhaka,,
Furniture Designer,P2P Family,Design/Creative,Chattogram,,
Junior Executive - Sales Administration for DBL Ceramics Ltd.,DBL Ceramics Ltd.,Marketing/Sales,Dhaka,,
সেলস এন্ড মার্কেটিং এক্সিকিউটিভ,I-Station Limited,Marketing/Sales,বাংলাদেশের যেকোনো স্থানে,,
Sr. Executive/ Asst. Manager (Legal),Green Land Town Development Ltd.,Law/Legal,"Mohakhali, Dhaka",,
Assistant Manager (Finance & Accounts),Ranks ITT Limited,Accounts/Finance,Dhaka,,
Graphics Designer,Route Alternative,Design/Creative,"Uttara, Dhaka",15000.00,18000.00
Psychosocial Counsellor,Centre for Disability in Development (CDD),Medical/Healthcare Professional,"Ukhia, Cox's Bazar",61500.00,66500.00
Junior Executive/ Executive - (Data Entry),Automation Engineering & Controls Ltd.,Data Entry/Operator/BPO,Chattogram,,
Sr. Executive/ Assistant Manager - Customer Service (Rupayan City Uttara),Rupayan Group,Admin/General Management,"Uttara, Dhaka",,
Sr. Scientific Sales Executive /  Scientific Sales Executive,UNITE EXIM Company Limited,Marketing/Sales,Anywhere in Bangladesh,,
Graphics Designer,RTV,Design/Creative,"Dhaka, Dhaka, Bangladesh",,
Finishing In-Charge,Searock Apparels Ltd,Others,Anywhere in Bangladesh,,
Graphic Designer,Panjeree Publication Ltd,Design/Creative,Dhaka,,
Sales & Marketing (Cumilla Regional Office),Shuruchi Group,Marketing/Sales,Cumilla,,
"Associate/ Asstt. Professor (Gastroenterology,Urology, Neurology)",Shahabuddin Medical College & Hospital,Education/Training,"Gulshan, Dhaka",,
Executive (Hospital Marketing),Dr. Sirajul Islam Medical College & Hospital Ltd.,Marketing/Sales,Dhaka,,
Sourcing Engineer,Walton Hi-Tech Industries Ltd.,Engineer,"Kaliakair, Gazipur",,
Project Engineer,CRP,Project Management,Moulvibazar,,
Project Engineer,Design Vision Associates Ltd,Project Management,Dhaka,,
Senior PHP Developer /Lead PHP Developer(Remote),Fair Pattern Inc.,IT/Software,Anywhere in Bangladesh,,
Assistant Chemist/Assistant Lab Engineer-QA &Lab,Crown Cement,Special Skilled Jobs,Munshiganj,,
Project Lead; Skills Development Programme (Contractual),BRAC,Project Management,Anywhere in Bangladesh,,
Partnership and Compliance officer,BBC Media Action,Compliance,"Cox's Bazar, Dhaka",,
Regional Sales Manager (Commercial Egg),Kazi Farms Group,Marketing/Sales,Faridpur,,
Assistant Manager / Deputy Manager - Quality,Jay Jay Mills (Bangladesh) Pvt. Ltd.,Admin/General Management,"Chittagong Epz, Chattogram",,
"Executive, Digital Marketing",BTL International,Marketing/Sales,Dhaka,,
"Asst. Manager / Manager, Computer Hardware Engineer",Next IT Limited,Admin/General Management,Anywhere in Bangladesh,,
Sales/ Marketing Officer,Gazi Tyres,Marketing/Sales,Anywhere in Bangladesh,,
Architect,EDISON Group,Architect,Dhaka,,
"Executive, Social Media",N Media,Marketing/Sales,Dhaka,12000.00,18000.00
Big Data Engineer (ElasticSearch),Cloud Height Technologies Ltd,IT/Software,Dhaka,,
Executive (Reservation & Ticketing),SKY TRAVELS,Consultancy,Anywhere in Bangladesh,,
General Manager - Technical,SQ GROUP OF COMPANIES,Admin/General Management,Dhaka,,
Finance & Admin Officer (Contractual),Bangladesh Red Crescent Society,Accounts/Finance,Khulna,40000.00,45000.00
Ecommerce Product Manager,NIRAPADSHOP,Marketing/Sales,Dhaka,15000.00,25000.00
Brand Manager,Global Immigration Consultants Ltd,Marketing/Sales,"Gulshan, Dhaka",35000.00,45000.00
Japanese Language Teacher,Bangladesh SME Corporation Ltd.,Education/Training,Dhaka,,
Visa Counselor (Female),World Consultant travel ltd,Consultancy,Dhaka,,
Livestock Officer,Centre for Community Development Assistance (CCDA),Agro (Plant/Animal/Fisheries),Cumilla,,
Territory Sales Manager-Ceiling Fan & Lights,Paradise Electric and Electronics Industries Limited,Marketing/Sales,Anywhere in Bangladesh,,
Territory Sales Officer (Consumer Goods Division),Abul Khair Group,Marketing/Sales,Anywhere in Bangladesh,,
Assistant Manager (Maintenance Engineer) Civil,Assurance Developments Limited,Engineer,Dhaka,,
Area Sales Manager,Anwar Cement Sheet Ltd.,Marketing/Sales,Anywhere in Bangladesh,,
Cashier,Tongwei Feed Mill Bangladesh Ltd.,Accounts/Finance,Anywhere in Bangladesh,15000.00,20000.00
Senior Merchandiser (Woven Denim),NOiZE Jeans Ltd.,Garments/Textile,Dhaka,,
Manager /Asst. Manager - Yarn Dyes & Chemical Sourcing,Pretty Group,Admin/General Management,"Savar, Dhaka",,
AGM / Sr. Manager(Accounts & Finance),Fountech,Accounts/Finance,"Gulshan, Dhaka",,
Executive/Senior Executive (Environmental Compliance),AUKO-TEX GROUP,Compliance,Gazipur,,
সেবিকা / নার্স / Patient Assistant / OT Assistant,Laser Chain and Skin Centre Ltd,Medical/Healthcare Professional,"ধানমন্ডি, ঢাকা",,
Security Incharge,K.A Design Wear Ltd,Security/Support Service,"Tongi, Gazipur",,
Deputy Manager (Printing),EXPERIENCE GROUP,Admin/General Management,"Bhaluka, Mymensingh",,
Quality Assurance Manager,Community Development Centre-CODEC,Compliance,"Teknaf, Ukhia, Cox's Bazar",,
ল্যাব টেকনোলজিস্ট,Shandhani Shangstha,Marketing/Sales,"গাংনী, মেহেরপুর",,
Officer / Assistant Officer (Liaison),Akij Group,IT/Software,"Tejgaon Industrial Area, Dhaka",,
Executive / Sr. Executive- Supply Chain Management,Neways International Company Limited,Supply Chain/Procurement/Purchase,Dhaka,,
Operation Manager,Poisa Bazar Super Shop,Admin/General Management,"Khilkhet, Dhaka",,
"Officer – Admin & HR (RMC Factory – Gazipur, Konabari)",Borak Real Estate,Admin/General Management,Gazipur,,
এরিয়া সেলস ম্যানেজার (A.S.M),Metal,Marketing/Sales,ময়মনসিংহ,,
ড্রাইভার,Rangpur Dairy and Food Products Limited,Marketing/Sales,ঢাকা,,
Clinical Instructor (Monno Medical College Nursing Unit),Monno Medical College and Hospital,Medical/Healthcare Professional,Manikganj,,
Marketing Officer,Mamun Group,Marketing/Sales,Anywhere in Bangladesh,,
Assistant Teacher,Empyrean,Education/Training,"Mirpur, Dhaka",,
"Manager (Business Development, PR & Branding)",NDE Readymix Concrete,Marketing/Sales,"Banani, Dhaka",,
Executive /Sr  Executive- HR & Admin,vivo Bangladesh,HR/Human Resource,"Bogura Sadar, Bogura",,
OT In-Charge,Bashundhara Eye Hospital and Research Institute,Medical/Healthcare Professional,Dhaka,,
"Asst. Manager/ Dy. Manager - Legal, RLDL",Rupayan Land Development Ltd,Law/Legal,Dhaka,,
Executive - Sales & Marketing,Global Brand Eshop,Marketing/Sales,Dhaka,,
"Sr. Manager/ Manager, Head of the Department (Bus)",Energypac Power Generation Ltd.,Top Management,Dhaka,,
"Waiter, Grassroots Cafe",Aarong,Restaurant/Kitchen/Food,Dhaka,,
Safety Officer,MBM Group,Security/Support Service,Gazipur,,
Marketing Manager,Isabah Packaging And Accessories Industries,Marketing/Sales,Dhaka,,
SuLMER Coordinator,NGO Forum for Public Health,Project Management,Cox's Bazar,,
Assistant Manager - Sales & Marketing (Food & Beverage Ingredients),SUN AUN Limited,Marketing/Sales,Dhaka,,
Sr. Executive - Accounts,Blue Creation Ltd.,Accounts/Finance,Gazipur,,
Translator / Interpreter (Male/Female),Matsuoka Corporation,Marketing/Sales,"Ashulia, Dhaka",,
"Assistant Manager, Finance & Accounts",Omega EximLtd,Accounts/Finance,Dhaka,,
Database Administrator (IT),Walton,IT/Software,Dhaka,,
"Area Sales Manager, BRAC Dairy and Food Project",BRAC,Marketing/Sales,Anywhere in Bangladesh,,
Project Coordinator,Anando,Project Management,"Teknaf, Cox's Bazar",,
"Manager (Marketing, Sales & Brand Development)",AMADER PROPERTIES LTD,Marketing/Sales,Dhaka,,
"Core Service Lead Engineer, Enterprise IT Network",Banglalink,Engineer,Anywhere in Bangladesh,,
Sales Executive,Agrosal,Marketing/Sales,Tangail,20000.00,25000.00
Executive - Inside Sales,Micro Tools & Machineries,Marketing/Sales,Dhaka,,
Senior Manager / Manager- Admin & Compliance (For Head Office),Palmal Group of Industries,Admin/General Management,Dhaka,55000.00,60000.00
Executive - Color Management (QA),Pacific Knitex Limited,Compliance,"Chattogram Sadar, Chattogram",,
সিনিয়র এক্সিকিউটিভ অফিসার (এ্যাডমিন),Association of Travel Agent of Bangladesh (ATAB) - এসোসিয়েশন অব ট্রাভেল এজেন্টস অব বাংলাদেশ (আটাব),Marketing/Sales,ঢাকা,,
"Officer-Admin, Logistics & Procurement, Bhasan Char, HCMP",BRAC,Commercial/Logistics,"Hatiya, Noakhali",,
Product Manager,SetSchedule,Production/Operation,Dhaka,1500.00,125000.00
"Senior Manager, Financial Planning and Analysis",BRAC,Accounts/Finance,Dhaka,,
Advocacy and Training Officer,DASCOH Foundation,Project Management,"Badalgachhi, Mohadevpur, Naogaon",,
Officer/Sr. Officer - Compliance (Knit Composite Factory),Palmal Group of Industries,Admin/General Management,Gazipur,,
"Sr. Executive,Sales",Ryans Computers Ltd.,Marketing/Sales,Dhaka,,
Project Engineer - Civil (EPC Project),Confidence Group,Engineer,Anywhere in Bangladesh,,
"Manager/ Deputy Manager (HR & Admin), BMSIL",Bashundhara Group,HR/Human Resource,"Mirsharai, Chattogram",,
Android/ iOS  Application Developer,2A IT,IT/Software,Anywhere in Bangladesh,,
UI/UX Engineer,IDARE,Design/Creative,Anywhere in Bangladesh,,
"Senior Executive, Activation",vivo Bangladesh,Admin/General Management,"Gulshan, Dhaka",,
English Language Instructor,Career Curve BD,Education/Training,"Banani, Dhaka",,
Accounts Officer,Sepal Group,Accounts/Finance,Gazipur,,
Sr. Lecturer/ Lecturer - Nursing,State College of Health Sciences Bangladesh,Education/Training,Dhaka,,
Sr. Executive/ Executive (Production),Dan Foods Limited,Admin/General Management,"Savar, Dhaka",,
Front Desk Officer,SOUTHEAST GROUP,Security/Support Service,Dhaka,,
"Financial Analyst, Emerging Corporate, SME Banking Division",BRAC,Accounts/Finance,Anywhere in Bangladesh,,
Outreach Specialist,Jagorani Chakra Foundation,Marketing/Sales,"Jashore, Khulna",,
"Team Member, Herfy Bashundhara R/A",Greenland Group,Others,Anywhere in Bangladesh,,
Environment & Chemical Responsible (ECR)/Compliance -Officer /Sr.Officer,Pretty Group,Engineer,"Savar, Gazipur, Dhaka",,
Executive/Senior Executive - HR (Talent Acquisition),Epyllion Group,HR/Human Resource,"Tejgaon, Dhaka",,
Lecturer in Business Management,AIMS Academy,Education/Training,Sylhet,,
Student Counselor,Future Vision,Consultancy,"Mirpur, Dhaka",,
Assistant Professor (Fashion Design),State University of Bangladesh (SUB),Garments/Textile,Dhaka,,
Inventory Officer,Sereni Enterprise Limited,Supply Chain/Procurement/Purchase,"Gulshan, Dhaka",,
DGM (Knitting),AUKO-TEX GROUP,Garments/Textile,Gazipur,,
Asstt. Manager / Manager (Accounts),Jamuna Group,Accounts/Finance,Dhaka,,
IT Associate,CATALYST SOLUTIONS,IT/Software,Dhaka,15000.00,25000.00
Assistant Manager (Seles & Marketing),MG Machineries,Marketing/Sales,Dhaka,,
Chemist,Naturub Accessories Bangladesh (Pvt). Ltd.,Engineer,"Patenga, Chattogram",,
Officer(Vat & Tax),Amira Medical Health Services Ltd,Law/Legal,Anywhere in Bangladesh,,
Trainee Branch Manager,Singer Bangladesh Limited,Admin/General Management,Anywhere in Bangladesh,,
"Officer, Regulatory Affairs",Jenphar Bangladesh Ltd.,Admin/General Management,Dhaka,,
Accounts Officer,Palli Karma-Sahayak Foundation(PKSF,Accounts/Finance,Anywhere in Bangladesh,116500.00,116500.00
Trainee Executive- Accounts & Finance,Intelligent Image Management Ltd.,Accounts/Finance,Dhaka,,
Translator,Advanced Software Development,Marketing/Sales,"Banani, Dhaka, Dhaka",8000.00,10000.00
Executive/ Sr. Executive - Corporate Sales (Anwar Industrial Cement Sheet Ltd.),Anwar Group of Industries,Marketing/Sales,Anywhere in Bangladesh,,
Executive - Digital Advertising Operations (Jessore),ServicEngine Ltd.,Admin/General Management,Jashore,,
"Executive/Sr. Executive-Store, PVC",Meghna Group of Industries,Marketing/Sales,Narayanganj,,
Territory Sales Officer (TSO),Horizon Plastic,Marketing/Sales,Dhaka,,
Accounts Officer,Protidiner Sangbad,Accounts/Finance,Dhaka,,
Treasurer (Re-advertisement),The University of Asia Pacific,Education/Training,Dhaka,,
Sales Manager / Manager (Sales & Marketing),OSSTEM Bangladesh Ltd.,Marketing/Sales,Anywhere in Bangladesh,,
Business Data Analyst’s & System-Support,Techno Design and Development Ltd,IT/Software,Anywhere in Bangladesh,,
Sales & Marketing Executive,Gononet Online Solutions Ltd,Marketing/Sales,"Gulshan, Dhaka",20000.00,35000.00
Jr. Executive - Commercial (Import),Pacific Knitex Limited,Commercial/Logistics,Chattogram,,
System Admin (PO- FAVP),Mutual Trust Bank Ltd.,Admin/General Management,Dhaka,,
Quality Control Officer (Junior),Hifs Agro Food Industries,Compliance,Chattogram,,
Electrical Design Engineer,United Property Solutions Ltd,Engineer,Anywhere in Bangladesh,,
Node.JS Developer,Oxford International School,IT/Software,"Dhanmondi, Dhaka",,
Executive / Sr. Executive - Admin,Rangs Motors Limited,Admin/General Management,Dhaka,,
UI/UX Engineer,Intellier Ltd.,Design/Creative,Dhaka,,
Executive/ Sr. Executive (Sales & Marketing),Paradise Scientific Company Ltd,Marketing/Sales,Anywhere in Bangladesh,20000.00,38000.00
Store Keeper,Cocomaya,Supply Chain/Procurement/Purchase,Mymensingh,,
Sales Engineer (Manager / Assistant Manager),AIRMATH SOLUTION,Admin/General Management,Dhaka,,
Asst. Manager (Cutting),Pacific Jeans Limited,Admin/General Management,Chattogram,,
Fashion Designer,Savvata,Garments/Textile,Anywhere in Bangladesh,,
Sr. Executive – Sales,Bastu Shaily Housing Ltd.,Marketing/Sales,Dhaka,,
Executive/Sr. Executive (Corporate Sales),LifeStyle,Marketing/Sales,"Dhaka, Narayanganj, Sylhet",,
Jr. Officer - MCD - Chemical Store (Zaber & Zubair Fabrics Ltd - Home Textile),Noman Group,Supply Chain/Procurement/Purchase,"Tongi, Gazipur",,
"Project Manager, IT, BRAC International",BRAC,Project Management,Dhaka,,
